dteday,hr,instant,casual,registered,cnt,interpolated
2011-08-04,3,5164,0,3,3,False
2011-08-04,4,5165,0,7,7,False
2011-08-04,5,5166,3,17,20,False
2011-08-04,6,5167,7,90,97,False
2011-08-04,7,5168,11,271,282,False
2011-08-04,8,5169,29,369,398,False
2011-08-04,9,5170,25,162,187,False
2011-08-04,10,5171,24,89,113,False
2011-08-04,11,5172,37,112,149,False
2011-08-04,12,5173,53,152,205,False
2011-08-04,13,5174,63,142,205,False
2011-08-04,14,5175,53,114,167,False
2011-08-04,15,5176,50,115,165,False
2011-08-04,16,5177,70,220,290,False
2011-08-04,17,5178,91,464,555,False
2011-08-04,18,5179,88,435,523,False
2011-08-04,19,5180,65,301,366,False
2011-08-04,20,5181,41,245,286,False
2011-08-04,21,5182,25,186,211,False
2011-08-04,22,5183,33,141,174,False
2011-08-04,23,5184,24,108,132,False
2011-08-05,0,5185,13,41,54,False
2011-08-05,1,5186,3,16,19,False
2011-08-05,2,5187,5,14,19,False
2011-08-05,3,5188,0,6,6,False
2011-08-05,4,5189,1,6,7,False
2011-08-05,5,5190,0,16,16,False
2011-08-05,6,5191,7,94,101,False
2011-08-05,7,5192,23,247,270,False
2011-08-05,8,5193,39,415,454,False
2011-08-05,9,5194,43,183,226,False
2011-08-05,10,5195,50,113,163,False
2011-08-05,11,5196,44,103,147,False
2011-08-05,12,5197,57,159,216,False
2011-08-05,13,5198,40,164,204,False
2011-08-05,14,5199,81,164,245,False
2011-08-05,15,5200,50,160,210,False
2011-08-05,16,5201,76,254,330,False
2011-08-05,17,5202,84,466,550,False
2011-08-05,18,5203,105,361,466,False
2011-08-05,19,5204,90,282,372,False
2011-08-05,20,5205,70,221,291,False
2011-08-05,21,5206,54,119,173,False
2011-08-05,22,5207,51,137,188,False
2011-08-05,23,5208,37,102,139,False
2011-08-06,0,5209,29,104,133,False
2011-08-06,1,5210,17,50,67,False
2011-08-06,2,5211,14,39,53,False
2011-08-06,3,5212,14,28,42,False
2011-08-06,4,5213,5,5,10,False
2011-08-06,5,5214,2,4,6,False
2011-08-06,6,5215,5,22,27,False
2011-08-06,7,5216,14,49,63,False
2011-08-06,8,5217,27,94,121,False
2011-08-06,9,5218,60,155,215,False
2011-08-06,10,5219,91,199,290,False
2011-08-06,11,5220,138,211,349,False
2011-08-06,12,5221,130,252,382,False
2011-08-06,13,5222,176,265,441,False
2011-08-06,14,5223,176,204,380,False
2011-08-06,15,5224,130,232,362,False
2011-08-06,16,5225,155,188,343,False
2011-08-06,17,5226,61,88,149,False
2011-08-06,18,5227,81,130,211,False
2011-08-06,19,5228,57,114,171,False
2011-08-06,20,5229,58,79,137,False
2011-08-06,21,5230,28,86,114,False
2011-08-06,22,5231,24,96,120,False
2011-08-06,23,5232,29,79,108,False
2011-08-07,0,5233,14,66,80,False
2011-08-07,1,5234,10,63,73,False
2011-08-07,2,5235,18,48,66,False
2011-08-07,3,5236,9,23,32,False
2011-08-07,4,5237,1,5,6,False
2011-08-07,5,5238,1,4,5,False
2011-08-07,6,5239,3,10,13,False
2011-08-07,7,5240,11,28,39,False
2011-08-07,8,5241,23,66,89,False
2011-08-07,9,5242,82,102,184,False
2011-08-07,10,5243,88,178,266,False
2011-08-07,11,5244,113,156,269,False
2011-08-07,12,5245,161,209,370,False
2011-08-07,13,5246,118,206,324,False
2011-08-07,14,5247,130,192,322,False
2011-08-07,15,5248,118,208,326,False
2011-08-07,16,5249,74,119,193,False
2011-08-07,17,5250,63,131,194,False
2011-08-07,18,5251,74,155,229,False
2011-08-07,19,5252,68,160,228,False
2011-08-07,20,5253,50,133,183,False
2011-08-07,21,5254,36,100,136,False
2011-08-07,22,5255,21,82,103,False
2011-08-07,23,5256,12,43,55,False
2011-08-08,0,5257,13,17,30,False
2011-08-08,1,5258,4,8,12,False
2011-08-08,2,5259,4,3,7,False
2011-08-08,3,5260,1,0,1,False
2011-08-08,4,5261,2,8,10,False
2011-08-08,5,5262,1,14,15,False
2011-08-08,6,5263,8,87,95,False
2011-08-08,7,5264,18,249,267,False
2011-08-08,8,5265,29,320,349,False
2011-08-08,9,5266,37,146,183,False
2011-08-08,10,5267,62,62,124,False
2011-08-08,11,5268,90,89,179,False
2011-08-08,12,5269,48,134,182,False
2011-08-08,13,5270,43,108,151,False
2011-08-08,14,5271,41,109,150,False
2011-08-08,15,5272,40,86,126,False
2011-08-08,16,5273,64,218,282,False
2011-08-08,17,5274,67,460,527,False
2011-08-08,18,5275,64,465,529,False
2011-08-08,19,5276,64,352,416,False
2011-08-08,20,5277,71,215,286,False
2011-08-08,21,5278,30,156,186,False
2011-08-08,22,5279,26,121,147,False
2011-08-08,23,5280,19,53,72,False
2011-08-09,0,5281,10,25,35,False
2011-08-09,1,5282,5,9,14,False
2011-08-09,2,5283,9,3,12,False
2011-08-09,3,5284,0,3,3,False
2011-08-09,4,5285,1,6,7,False
2011-08-09,5,5286,5,25,30,False
2011-08-09,6,5287,6,95,101,False
2011-08-09,7,5288,30,313,343,False
2011-08-09,8,5289,40,352,392,False
2011-08-09,9,5290,34,141,175,False
2011-08-09,10,5291,55,89,144,False
2011-08-09,11,5292,61,88,149,False
2011-08-09,12,5293,60,125,185,False
2011-08-09,13,5294,48,127,175,False
2011-08-09,14,5295,53,95,148,False
2011-08-09,15,5296,58,106,164,False
2011-08-09,16,5297,57,228,285,False
2011-08-09,17,5298,79,453,532,False
2011-08-09,18,5299,97,488,585,False
2011-08-09,19,5300,69,302,371,False
2011-08-09,20,5301,34,258,292,False
2011-08-09,21,5302,46,184,230,False
2011-08-09,22,5303,28,127,155,False
2011-08-09,23,5304,22,53,75,False
2011-08-10,0,5305,19,18,37,False
2011-08-10,1,5306,7,10,17,False
2011-08-10,2,5307,1,10,11,False
2011-08-10,3,5308,1,3,4,False
2011-08-10,4,5309,1,4,5,False
2011-08-10,5,5310,2,30,32,False
2011-08-10,6,5311,9,110,119,False
2011-08-10,7,5312,16,289,305,False
2011-08-10,8,5313,38,361,399,False
2011-08-10,9,5314,32,148,180,False
2011-08-10,10,5315,41,72,113,False
2011-08-10,11,5316,54,95,149,False
2011-08-10,12,5317,74,166,240,False
2011-08-10,13,5318,41,150,191,False
2011-08-10,14,5319,62,116,178,False
2011-08-10,15,5320,53,141,194,False
2011-08-10,16,5321,76,206,282,False
2011-08-10,17,5322,71,513,584,False
2011-08-10,18,5323,70,489,559,False
2011-08-10,19,5324,79,334,413,False
2011-08-10,20,5325,59,253,312,False
2011-08-10,21,5326,47,162,209,False
2011-08-10,22,5327,17,122,139,False
2011-08-10,23,5328,14,94,108,False
2011-08-11,0,5329,6,40,46,False
2011-08-11,1,5330,9,17,26,False
2011-08-11,2,5331,3,8,11,False
2011-08-11,3,5332,2,7,9,False
2011-08-11,4,5333,1,4,5,False
2011-08-11,5,5334,2,23,25,False
2011-08-11,6,5335,5,101,106,False
2011-08-11,7,5336,15,292,307,False
2011-08-11,8,5337,29,361,390,False
2011-08-11,9,5338,31,166,197,False
2011-08-11,10,5339,36,96,132,False
2011-08-11,11,5340,59,128,187,False
2011-08-11,12,5341,50,164,214,False
2011-08-11,13,5342,51,166,217,False
2011-08-11,14,5343,39,103,142,False
2011-08-11,15,5344,52,126,178,False
2011-08-11,16,5345,57,241,298,False
2011-08-11,17,5346,96,486,582,False
2011-08-11,18,5347,74,497,571,False
2011-08-11,19,5348,48,323,371,False
2011-08-11,20,5349,56,232,288,False
2011-08-11,21,5350,35,171,206,False
2011-08-11,22,5351,34,123,157,False
2011-08-11,23,5352,22,105,127,False
2011-08-12,0,5353,12,53,65,False
2011-08-12,1,5354,4,19,23,False
2011-08-12,2,5355,0,15,15,False
2011-08-12,3,5356,0,9,9,False
2011-08-12,4,5357,0,5,5,False
2011-08-12,5,5358,2,24,26,False
2011-08-12,6,5359,3,73,76,False
2011-08-12,7,5360,17,247,264,False
2011-08-12,8,5361,29,397,426,False
2011-08-12,9,5362,27,178,205,False
2011-08-12,10,5363,44,86,130,False
2011-08-12,11,5364,48,108,156,False
2011-08-12,12,5365,55,167,222,False
2011-08-12,13,5366,74,179,253,False
2011-08-12,14,5367,51,135,186,False
2011-08-12,15,5368,59,190,249,False
2011-08-12,16,5369,68,266,334,False
2011-08-12,17,5370,93,423,516,False
2011-08-12,18,5371,89,376,465,False
2011-08-12,19,5372,101,284,385,False
2011-08-12,20,5373,77,210,287,False
2011-08-12,21,5374,73,153,226,False
2011-08-12,22,5375,74,157,231,False
2011-08-12,23,5376,51,100,151,False
2011-08-13,0,5377,15,69,84,False
2011-08-13,1,5378,13,64,77,False
2011-08-13,2,5379,16,58,74,False
2011-08-13,3,5380,9,18,27,False
2011-08-13,4,5381,5,5,10,False
2011-08-13,5,5382,3,15,18,False
2011-08-13,6,5383,3,19,22,False
2011-08-13,7,5384,10,34,44,False
2011-08-13,8,5385,28,90,118,False
2011-08-13,9,5386,70,138,208,False
2011-08-13,10,5387,97,163,260,False
2011-08-13,11,5388,122,192,314,False
2011-08-13,12,5389,175,246,421,False
2011-08-13,13,5390,61,92,153,False
2011-08-13,14,5391,113,146,259,False
2011-08-13,15,5392,150,208,358,False
2011-08-13,16,5393,148,133,281,False
2011-08-13,17,5394,97,172,269,False
2011-08-13,18,5395,123,169,292,False
2011-08-13,19,5396,67,170,237,False
2011-08-13,20,5397,78,105,183,False
2011-08-13,21,5398,40,127,167,False
2011-08-13,22,5399,36,118,154,False
2011-08-13,23,5400,25,95,120,False
2011-08-14,0,5401,19,71,90,False
2011-08-14,1,5402,16,57,73,False
2011-08-14,2,5403,13,49,62,False
2011-08-14,3,5404,5,22,27,False
2011-08-14,4,5405,1,2,3,False
2011-08-14,5,5406,1,9,10,False
2011-08-14,6,5407,2,4,6,False
2011-08-14,7,5408,4,20,24,False
2011-08-14,8,5409,20,21,41,False
2011-08-14,9,5410,27,76,103,False
2011-08-14,10,5411,67,116,183,False
2011-08-14,11,5412,81,117,198,False
2011-08-14,12,5413,98,183,281,False
2011-08-14,13,5414,144,233,377,False
2011-08-14,14,5415,126,244,370,False
2011-08-14,15,5416,128,203,331,False
2011-08-14,16,5417,116,176,292,False
2011-08-14,17,5418,133,196,329,False
2011-08-14,18,5419,125,222,347,False
2011-08-14,19,5420,75,184,259,False
2011-08-14,20,5421,67,126,193,False
2011-08-14,21,5422,51,104,155,False
2011-08-14,22,5423,14,25,39,False
2011-08-14,23,5424,5,22,27,False
2011-08-15,0,5425,7,18,25,False
2011-08-15,1,5426,1,9,10,False
2011-08-15,2,5427,0,3,3,False
2011-08-15,3,5428,1,6,7,False
2011-08-15,4,5429,1,4,5,False
2011-08-15,5,5430,3,14,17,False
2011-08-15,6,5431,3,87,90,False
2011-08-15,7,5432,10,248,258,False
2011-08-15,8,5433,29,326,355,False
2011-08-15,9,5434,52,170,222,False
2011-08-15,10,5435,54,87,141,False
2011-08-15,11,5436,41,112,153,False
2011-08-15,12,5437,62,116,178,False
2011-08-15,13,5438,53,140,193,False
2011-08-15,14,5439,56,95,151,False
2011-08-15,15,5440,49,133,182,False
2011-08-15,16,5441,58,225,283,False
2011-08-15,17,5442,59,471,530,False
2011-08-15,18,5443,70,413,483,False
2011-08-15,19,5444,54,343,397,False
2011-08-15,20,5445,45,240,285,False
2011-08-15,21,5446,34,150,184,False
2011-08-15,22,5447,22,76,98,False
2011-08-15,23,5448,11,77,88,False
2011-08-16,0,5449,8,23,31,False
2011-08-16,1,5450,4,12,16,False
2011-08-16,2,5451,1,3,4,False
2011-08-16,3,5452,1,5,6,False
2011-08-16,4,5453,0,5,5,False
2011-08-16,5,5454,1,29,30,False
2011-08-16,6,5455,4,115,119,False
2011-08-16,7,5456,18,328,346,False
2011-08-16,8,5457,24,417,441,False
2011-08-16,9,5458,27,171,198,False
2011-08-16,10,5459,28,83,111,False
2011-08-16,11,5460,40,110,150,False
2011-08-16,12,5461,42,120,162,False
2011-08-16,13,5462,45,147,192,False
2011-08-16,14,5463,65,117,182,False
2011-08-16,15,5464,36,123,159,False
2011-08-16,16,5465,55,248,303,False
2011-08-16,17,5466,75,525,600,False
2011-08-16,18,5467,54,516,570,False
2011-08-16,19,5468,56,320,376,False
2011-08-16,20,5469,48,232,280,False
2011-08-16,21,5470,38,177,215,False
2011-08-16,22,5471,31,121,152,False
2011-08-16,23,5472,20,57,77,False
2011-08-17,0,5473,8,16,24,False
2011-08-17,1,5474,2,12,14,False
2011-08-17,2,5475,0,6,6,False
2011-08-17,3,5476,1,4,5,False
2011-08-17,4,5477,0,5,5,False
2011-08-17,5,5478,0,28,28,False
2011-08-17,6,5479,4,101,105,False
2011-08-17,7,5480,12,296,308,False
2011-08-17,8,5481,35,452,487,False
2011-08-17,9,5482,31,178,209,False
2011-08-17,10,5483,27,91,118,False
2011-08-17,11,5484,20,108,128,False
2011-08-17,12,5485,26,163,189,False
2011-08-17,13,5486,38,138,176,False
2011-08-17,14,5487,54,138,192,False
2011-08-17,15,5488,42,117,159,False
2011-08-17,16,5489,62,238,300,False
2011-08-17,17,5490,46,506,552,False
2011-08-17,18,5491,86,470,556,False
2011-08-17,19,5492,50,297,347,False
2011-08-17,20,5493,37,243,280,False
2011-08-17,21,5494,38,192,230,False
2011-08-17,22,5495,29,142,171,False
2011-08-17,23,5496,20,85,105,False
2011-08-18,0,5497,18,38,56,False
2011-08-18,1,5498,13,11,24,False
2011-08-18,2,5499,2,4,6,False
2011-08-18,3,5500,0,6,6,False
2011-08-18,4,5501,0,9,9,False
2011-08-18,5,5502,0,27,27,False
2011-08-18,6,5503,6,97,103,False
2011-08-18,7,5504,19,289,308,False
2011-08-18,8,5505,27,393,420,False
2011-08-18,9,5506,42,186,228,False
2011-08-18,10,5507,37,92,129,False
2011-08-18,11,5508,44,97,141,False
2011-08-18,12,5509,34,139,173,False
2011-08-18,13,5510,33,154,187,False
2011-08-18,14,5511,67,115,182,False
2011-08-18,15,5512,56,118,174,False
2011-08-18,16,5513,49,196,245,False
2011-08-18,17,5514,44,365,409,False
2011-08-18,18,5515,48,226,274,False
2011-08-18,19,5516,26,115,141,False
2011-08-18,20,5517,24,141,165,False
2011-08-18,21,5518,12,137,149,False
2011-08-18,22,5519,18,117,135,False
2011-08-18,23,5520,20,94,114,False
2011-08-19,0,5521,9,53,62,False
2011-08-19,1,5522,1,19,20,False
2011-08-19,2,5523,0,8,8,False
2011-08-19,3,5524,2,1,3,False
2011-08-19,4,5525,1,7,8,False
2011-08-19,5,5526,1,16,17,False
2011-08-19,6,5527,2,91,93,False
2011-08-19,7,5528,12,251,263,False
2011-08-19,8,5529,30,368,398,False
2011-08-19,9,5530,31,187,218,False
2011-08-19,10,5531,57,108,165,False
2011-08-19,11,5532,45,120,165,False
2011-08-19,12,5533,54,168,222,False
2011-08-19,13,5534,63,169,232,False
2011-08-19,14,5535,78,142,220,False
2011-08-19,15,5536,66,156,222,False
2011-08-19,16,5537,66,261,327,False
2011-08-19,17,5538,85,442,527,False
2011-08-19,18,5539,88,337,425,False
2011-08-19,19,5540,33,132,165,False
2011-08-19,20,5541,12,46,58,False
2011-08-19,21,5542,18,89,107,False
2011-08-19,22,5543,25,97,122,False
2011-08-19,23,5544,18,88,106,False
2011-08-20,0,5545,21,107,128,False
2011-08-20,1,5546,12,35,47,False
2011-08-20,2,5547,10,59,69,False
2011-08-20,3,5548,9,42,51,False
2011-08-20,4,5549,1,6,7,False
2011-08-20,5,5550,0,8,8,False
2011-08-20,6,5551,6,18,24,False
2011-08-20,7,5552,8,36,44,False
2011-08-20,8,5553,27,106,133,False
2011-08-20,9,5554,51,139,190,False
2011-08-20,10,5555,114,192,306,False
2011-08-20,11,5556,115,223,338,False
2011-08-20,12,5557,156,253,409,False
2011-08-20,13,5558,158,220,378,False
2011-08-20,14,5559,147,228,375,False
2011-08-20,15,5560,175,215,390,False
2011-08-20,16,5561,151,222,373,False
2011-08-20,17,5562,180,203,383,False
2011-08-20,18,5563,169,225,394,False
2011-08-20,19,5564,109,182,291,False
2011-08-20,20,5565,78,170,248,False
2011-08-20,21,5566,81,144,225,False
2011-08-20,22,5567,77,146,223,False
2011-08-20,23,5568,59,98,157,False
2011-08-21,0,5569,6,68,74,False
2011-08-21,1,5570,17,69,86,False
2011-08-21,2,5571,13,51,64,False
2011-08-21,3,5572,25,26,51,False
2011-08-21,4,5573,1,5,6,False
2011-08-21,5,5574,0,8,8,False
2011-08-21,6,5575,4,10,14,False
2011-08-21,7,5576,12,19,31,False
2011-08-21,8,5577,30,62,92,False
2011-08-21,9,5578,80,151,231,False
2011-08-21,10,5579,97,177,274,False
2011-08-21,11,5580,132,181,313,False
2011-08-21,12,5581,135,239,374,False
2011-08-21,13,5582,94,216,310,False
2011-08-21,14,5583,78,157,235,False
2011-08-21,15,5584,17,51,68,False
2011-08-21,16,5585,97,161,258,False
2011-08-21,17,5586,91,179,270,False
2011-08-21,18,5587,96,215,311,False
2011-08-21,19,5588,81,201,282,False
2011-08-21,20,5589,41,140,181,False
2011-08-21,21,5590,45,93,138,False
2011-08-21,22,5591,37,97,134,False
2011-08-21,23,5592,20,48,68,False
2011-08-22,0,5593,18,22,40,False
2011-08-22,1,5594,8,13,21,False
2011-08-22,2,5595,2,6,8,False
2011-08-22,3,5596,0,5,5,False
2011-08-22,4,5597,2,10,12,False
2011-08-22,5,5598,1,23,24,False
2011-08-22,6,5599,6,106,112,False
2011-08-22,7,5600,11,270,281,False
2011-08-22,8,5601,20,331,351,False
2011-08-22,9,5602,36,151,187,False
2011-08-22,10,5603,36,85,121,False
2011-08-22,11,5604,46,85,131,False
2011-08-22,12,5605,54,153,207,False
2011-08-22,13,5606,47,158,205,False
2011-08-22,14,5607,88,137,225,False
2011-08-22,15,5608,72,127,199,False
2011-08-22,16,5609,66,254,320,False
2011-08-22,17,5610,82,509,591,False
2011-08-22,18,5611,72,537,609,False
2011-08-22,19,5612,66,350,416,False
2011-08-22,20,5613,21,247,268,False
2011-08-22,21,5614,28,180,208,False
2011-08-22,22,5615,32,121,153,False
2011-08-22,23,5616,19,45,64,False
2011-08-23,0,5617,13,22,35,False
2011-08-23,1,5618,6,13,19,False
2011-08-23,2,5619,2,4,6,False
2011-08-23,3,5620,2,4,6,False
2011-08-23,4,5621,0,5,5,False
2011-08-23,5,5622,1,35,36,False
2011-08-23,6,5623,3,111,114,False
2011-08-23,7,5624,11,333,344,False
2011-08-23,8,5625,43,461,504,False
2011-08-23,9,5626,34,191,225,False
2011-08-23,10,5627,56,92,148,False
2011-08-23,11,5628,62,124,186,False
2011-08-23,12,5629,60,177,237,False
2011-08-23,13,5630,70,164,234,False
2011-08-23,14,5631,149,502,651,False
2011-08-23,15,5632,178,423,601,False
2011-08-23,16,5633,133,311,444,False
2011-08-23,17,5634,133,339,472,False
2011-08-23,18,5635,98,421,519,False
2011-08-23,19,5636,70,297,367,False
2011-08-23,20,5637,54,206,260,False
2011-08-23,21,5638,38,173,211,False
2011-08-23,22,5639,46,145,191,False
2011-08-23,23,5640,19,61,80,False
2011-08-24,0,5641,9,29,38,False
2011-08-24,1,5642,7,17,24,False
2011-08-24,2,5643,2,4,6,False
2011-08-24,3,5644,0,1,1,False
2011-08-24,4,5645,0,7,7,False
2011-08-24,5,5646,1,26,27,False
2011-08-24,6,5647,3,105,108,False
2011-08-24,7,5648,11,297,308,False
2011-08-24,8,5649,32,436,468,False
2011-08-24,9,5650,44,169,213,False
2011-08-24,10,5651,51,95,146,False
2011-08-24,11,5652,57,128,185,False
2011-08-24,12,5653,60,175,235,False
2011-08-24,13,5654,56,180,236,False
2011-08-24,14,5655,77,127,204,False
2011-08-24,15,5656,63,141,204,False
2011-08-24,16,5657,49,222,271,False
2011-08-24,17,5658,83,484,567,False
2011-08-24,18,5659,102,519,621,False
2011-08-24,19,5660,93,347,440,False
2011-08-24,20,5661,45,289,334,False
2011-08-24,21,5662,47,189,236,False
2011-08-24,22,5663,41,140,181,False
2011-08-24,23,5664,16,54,70,False
2011-08-25,0,5665,11,41,52,False
2011-08-25,1,5666,4,11,15,False
2011-08-25,2,5667,3,2,5,False
2011-08-25,3,5668,2,2,4,False
2011-08-25,4,5669,1,6,7,False
2011-08-25,5,5670,1,25,26,False
2011-08-25,6,5671,1,101,102,False
2011-08-25,7,5672,17,296,313,False
2011-08-25,8,5673,23,461,484,False
2011-08-25,9,5674,21,141,162,False
2011-08-25,10,5675,37,105,142,False
2011-08-25,11,5676,39,112,151,False
2011-08-25,12,5677,9,32,41,False
2011-08-25,13,5678,7,30,37,False
2011-08-25,14,5679,27,86,113,False
2011-08-25,15,5680,28,104,132,False
2011-08-25,16,5681,16,105,121,False
2011-08-25,17,5682,28,284,312,False
2011-08-25,18,5683,31,377,408,False
2011-08-25,19,5684,31,241,272,False
2011-08-25,20,5685,33,192,225,False
2011-08-25,21,5686,29,158,187,False
2011-08-25,22,5687,21,126,147,False
2011-08-25,23,5688,15,69,84,False
2011-08-26,0,5689,9,42,51,False
2011-08-26,1,5690,10,13,23,False
2011-08-26,2,5691,4,16,20,False
2011-08-26,3,5692,3,8,11,False
2011-08-26,4,5693,2,6,8,False
2011-08-26,5,5694,3,23,26,False
2011-08-26,6,5695,5,100,105,False
2011-08-26,7,5696,3,263,266,False
2011-08-26,8,5697,17,387,404,False
2011-08-26,9,5698,39,191,230,False
2011-08-26,10,5699,34,89,123,False
2011-08-26,11,5700,63,151,214,False
2011-08-26,12,5701,70,173,243,False
2011-08-26,13,5702,72,165,237,False
2011-08-26,14,5703,55,164,219,False
2011-08-26,15,5704,53,196,249,False
2011-08-26,16,5705,50,293,343,False
2011-08-26,17,5706,56,433,489,False
2011-08-26,18,5707,40,370,410,False
2011-08-26,19,5708,55,235,290,False
2011-08-26,20,5709,39,183,222,False
2011-08-26,21,5710,38,152,190,False
2011-08-26,22,5711,26,126,152,False
2011-08-26,23,5712,22,114,136,False
2011-08-27,0,5713,33,112,145,False
2011-08-27,1,5714,13,51,64,False
2011-08-27,2,5715,18,59,77,False
2011-08-27,3,5716,8,22,30,False
2011-08-27,4,5717,1,3,4,False
2011-08-27,5,5718,1,11,12,False
2011-08-27,6,5719,3,15,18,False
2011-08-27,7,5720,2,26,28,False
2011-08-27,8,5721,14,62,76,False
2011-08-27,9,5722,28,128,156,False
2011-08-27,10,5723,51,154,205,False
2011-08-27,11,5724,15,73,88,False
2011-08-27,12,5725,11,65,76,False
2011-08-27,13,5726,10,33,43,False
2011-08-27,14,5727,4,19,23,False
2011-08-27,15,5728,2,28,30,False
2011-08-27,16,5729,10,14,24,False
2011-08-27,17,5730,2,14,16,False
2011-08-27,18,5731,61,364,425,True
2011-08-27,19,5732,49,263,312,True
2011-08-27,20,5733,36,190,226,True
2011-08-27,21,5734,28,144,172,True
2011-08-27,22,5735,22,109,131,True
2011-08-27,23,5736,15,73,88,True
2011-08-28,0,5737,10,44,54,True
2011-08-28,1,5738,7,27,34,True
2011-08-28,2,5739,5,18,23,True
2011-08-28,3,5740,3,9,12,True
2011-08-28,4,5741,1,5,6,True
2011-08-28,5,5742,1,18,19,True
2011-08-28,6,5743,4,72,76,True
2011-08-28,7,5744,0,1,1,False
2011-08-28,8,5745,2,6,8,False
2011-08-28,9,5746,7,46,53,False
2011-08-28,10,5747,27,115,142,False
2011-08-28,11,5748,59,178,237,False
2011-08-28,12,5749,88,218,306,False
2011-08-28,13,5750,129,302,431,False
2011-08-28,14,5751,157,290,447,False
2011-08-28,15,5752,155,314,469,False
2011-08-28,16,5753,196,295,491,False
2011-08-28,17,5754,145,253,398,False
2011-08-28,18,5755,145,257,402,False
2011-08-28,19,5756,140,247,387,False
2011-08-28,20,5757,64,150,214,False
2011-08-28,21,5758,60,126,186,False
2011-08-28,22,5759,25,73,98,False
2011-08-28,23,5760,16,48,64,False
2011-08-29,0,5761,13,21,34,False
2011-08-29,1,5762,5,15,20,False
2011-08-29,2,5763,8,5,13,False
2011-08-29,3,5764,1,5,6,False
2011-08-29,4,5765,0,3,3,False
2011-08-29,5,5766,0,17,17,False
2011-08-29,6,5767,3,99,102,False
2011-08-29,7,5768,11,273,284,False
2011-08-29,8,5769,20,384,404,False
2011-08-29,9,5770,22,166,188,False
2011-08-29,10,5771,42,73,115,False
2011-08-29,11,5772,38,100,138,False
2011-08-29,12,5773,48,159,207,False
2011-08-29,13,5774,48,170,218,False
2011-08-29,14,5775,55,127,182,False
2011-08-29,15,5776,56,164,220,False
2011-08-29,16,5777,56,226,282,False
2011-08-29,17,5778,67,524,591,False
2011-08-29,18,5779,60,487,547,False
2011-08-29,19,5780,50,317,367,False
2011-08-29,20,5781,50,227,277,False
2011-08-29,21,5782,34,168,202,False
2011-08-29,22,5783,23,119,142,False
2011-08-29,23,5784,19,56,75,False
2011-08-30,0,5785,10,17,27,False
2011-08-30,1,5786,6,7,13,False
2011-08-30,2,5787,2,8,10,False
2011-08-30,3,5788,2,2,4,False
2011-08-30,4,5789,0,6,6,False
2011-08-30,5,5790,1,27,28,False
2011-08-30,6,5791,4,115,119,False
2011-08-30,7,5792,19,338,357,False
2011-08-30,8,5793,34,459,493,False
2011-08-30,9,5794,38,180,218,False
2011-08-30,10,5795,28,109,137,False
2011-08-30,11,5796,60,115,175,False
2011-08-30,12,5797,65,172,237,False
2011-08-30,13,5798,59,170,229,False
2011-08-30,14,5799,58,151,209,False
2011-08-30,15,5800,34,162,196,False
2011-08-30,16,5801,42,295,337,False
2011-08-30,17,5802,62,549,611,False
2011-08-30,18,5803,60,516,576,False
2011-08-30,19,5804,68,397,465,False
2011-08-30,20,5805,39,259,298,False
2011-08-30,21,5806,43,180,223,False
2011-08-30,22,5807,22,121,143,False
2011-08-30,23,5808,19,74,93,False
2011-08-31,0,5809,8,24,32,False
2011-08-31,1,5810,2,13,15,False
2011-08-31,2,5811,1,5,6,False
2011-08-31,3,5812,2,4,6,False
2011-08-31,4,5813,0,5,5,False
2011-08-31,5,5814,2,25,27,False
2011-08-31,6,5815,4,107,111,False
2011-08-31,7,5816,12,316,328,False
2011-08-31,8,5817,27,440,467,False
2011-08-31,9,5818,27,217,244,False
2011-08-31,10,5819,33,105,138,False
2011-08-31,11,5820,28,143,171,False
2011-08-31,12,5821,68,192,260,False
2011-08-31,13,5822,39,182,221,False
2011-08-31,14,5823,48,148,196,False
2011-08-31,15,5824,34,138,172,False
2011-08-31,16,5825,46,263,309,False
2011-08-31,17,5826,83,525,608,False
2011-08-31,18,5827,70,495,565,False
2011-08-31,19,5828,53,393,446,False
2011-08-31,20,5829,30,259,289,False
2011-08-31,21,5830,27,174,201,False
2011-08-31,22,5831,20,137,157,False
2011-08-31,23,5832,24,60,84,False
2011-09-01,0,5833,18,33,51,False
2011-09-01,1,5834,7,14,21,False
2011-09-01,2,5835,14,11,25,False
2011-09-01,3,5836,7,7,14,False
2011-09-01,4,5837,0,7,7,False
2011-09-01,5,5838,1,22,23,False
2011-09-01,6,5839,2,103,105,False
2011-09-01,7,5840,7,335,342,False
2011-09-01,8,5841,31,467,498,False
2011-09-01,9,5842,29,178,207,False
2011-09-01,10,5843,46,92,138,False
2011-09-01,11,5844,51,141,192,False
2011-09-01,12,5845,64,165,229,False
2011-09-01,13,5846,50,169,219,False
2011-09-01,14,5847,54,144,198,False
2011-09-01,15,5848,39,135,174,False
2011-09-01,16,5849,55,253,308,False
2011-09-01,17,5850,61,567,628,False
2011-09-01,18,5851,69,462,531,False
2011-09-01,19,5852,79,364,443,False
2011-09-01,20,5853,33,247,280,False
2011-09-01,21,5854,17,160,177,False
2011-09-01,22,5855,34,145,179,False
2011-09-01,23,5856,15,111,126,False
2011-09-02,0,5857,6,58,64,False
2011-09-02,1,5858,4,28,32,False
2011-09-02,2,5859,9,11,20,False
2011-09-02,3,5860,4,4,8,False
2011-09-02,4,5861,2,2,4,False
